T35,R,P2,surpassing,/sərˈpæsɪŋ/ - verb,Exceeding; going beyond,فراتر رفتن,One possible response to surpassing the carrying capacity of a region is to exploit adjoining land.
T35,R,P2,impinging,/ɪmˈpɪndʒɪŋ/ - verb,Encroaching; having an effect or impact,تأثیر گذار,Impinging on the neighbors’ territory can lead to conflict.
T35,R,P2,quest,/kwɛst/ - noun,A long or arduous search for something,جستجو,Another option is to shift and intensify the food quest.
T35,R,P2,impulse,/ˈɪmpʌls/ - noun,A sudden strong and unreflective urge or desire to act,انگیزه,The impulse to produce more food to feed a growing population was satisfied by more-complex subsistence strategies.
T35,R,P3,minute,/maɪˈnuːt/ - adjective,Extremely small,بسیار کوچک,"Phytoplankton are minute, free-floating aquatic plants."
T35,R,P3,marked changes,/mɑːrkt ˈtʃeɪndʒəz/ - phrase,Noticeable alterations,تغییرات قابل توجه,There is also a marked change in species composition over the course of a year.
T35,R,P3,course of a year,/kɔːrs ʌv ə jɪr/ - phrase,Throughout the year,در طول سال,Marked changes in abundance are observed in phytoplankton over the course of a year.
T35,R,P3,so-called,/ˌsoʊ ˈkɔːld/ - adjective,Commonly described as,به اصطلاح,Unlike the so-called climax community in terrestrial succession.
T35,R,P3,brought about by,/brɔt əˈbaʊt baɪ/ - phrase,Caused by,باعث شده توسط,Changes in seawater brought about by the phytoplankton living in it.
T35,R,P3,excretes,/ɪkˈskriːts/ - verb,Discharges waste matter,دفع کردن,Each species of phytoplankton secretes or excretes organic molecules into the seawater.
T35,R,P3,inhibit,/ɪnˈhɪbɪt/ - verb,To hinder or prevent,بازداری کردن,Toxins released by dinoflagellates inhibit the growth of other photosynthetic organisms.
T35,R,P3,explosion,/ɪkˈsploʊʒən/ - noun,A sudden and significant increase,انفجار,The population explosion of dinoflagellates is so great that the water becomes brownish red.
T35,R,P3,concentrations,/ˌkɑnsənˈtreɪʃənz/ - noun,Amounts of a substance within a particular area,غلظت,The toxin reaches concentrations that kill many creatures.
T35,R,P3,toxin,/ˈtɑːksɪn/ - noun,A poisonous substance,سم,Each cell secretes a minute amount of toxin.
T35,R,P3,filter-feeding,/ˈfɪltər ˈfidɪŋ/ - adjective,Feeding by straining suspended matter and food particles from water,تغذیه فیلتری,Toxin can be concentrated in such filter-feeding organisms as clams and mussels.
T35,R,P3,rendering,/ˈrɛndərɪŋ/ - verb,Causing to be in a specified condition,تبدیل کردن,Rendering them toxic to humans.
T35,R,P3,crustaceans,/krʌˈsteɪʃənz/ - noun,"Aquatic animals with a hard shell, such as crabs or lobsters",سخت پوستان,Many copepods and crustaceans influence the phytoplankton species composition.
T35,R,P3,invertebrate,/ɪnˈvɜrtəˌbrət/ - noun,An animal lacking a backbone,بی‌مهره,Many copepods and invertebrate larvae pick out selected phytoplankton species.
T35,R,P3,simultaneously,/ˌsaɪməlˈteɪniəsli/ - adverb,At the same time,به طور همزمان,All of the factors considered here are operating simultaneously to produce species succession.
T35,L,C1,dining hall,/ˈdaɪnɪŋ hɔːl/ - noun,A place where students and staff eat meals at a university,سالن غذاخوری,My roommate works at the dining hall.
T35,L,C1,applicants,/ˈæplɪkənts/ - noun,"People who apply for something, such as a job",متقاضیان,I always have to check the class schedules of potential applicants.
T35,L,C1,folks,/foʊks/ - noun,Informal term for people in general,مردم,I got a call from the folks over at the visualization project.
T35,L,C1,part-timers,/pɑːrtˈtaɪmərz/ - noun,People who work part-time,پاره وقت‌ها,They want to add a couple of part-timers to their staff.
T35,L,C1,ebbed,/ɛbd/ - verb,"Receded, diminished in intensity",فروکش کردن,How trade ebbed and flowed over the centuries.
T35,L,L2,consensus,/kənˈsɛnsəs/ - noun,General agreement,اجماع,The general consensus is that there was a period of climatic cooling.
T35,L,L2,revert,/rɪˈvɜːrt/ - verb,Return to a previous state,بازگشتن,This food shortage likely caused the Natufians to revert to a nomadic lifestyle.
T35,L,L2,contesting,/kənˈtɛstɪŋ/ - verb,"Disputing, challenging",به چالش کشیدن,"No one is contesting that these people were indeed sedentary by 11,500 years ago."
T35,L,L2,descendants,/dɪˈsɛndənts/ - noun,People who are descended from a particular ancestor,نوادگان,"These people, probably descendants of the Natufians, were indeed sedentary."
T35,L,L2,barley,/ˈbɑːrli/ - noun,A type of grain,جو,The remains of barley houses have been found inside them.
T35,L,L2,rodents,/ˈroʊdənts/ - noun,Small gnawing mammals,جوندگان,The floors on these structures were elevated to keep the barley safe from rodents.
T35,L,L2,remnants,/ˈrɛm.nənts/ - noun,Small remaining quantities,بقایای,Researchers point to the lack of grain remnants in these earlier structures.
T35,L,L2,surplus,/ˈsɜːrplʌs/ - noun,An excess amount,مازاد,One structure would not be enough to hold the surplus for an entire settlement.
T35,L,L2,mortar,/ˈmɔːrtər/ - noun,A bowl-shaped container in which substances are ground,هاون,Large heavy mortars used for grinding grain were found.
T35,L,C2,conqueror,/ˈkɑːŋkərər/ - noun,A person who conquers a place or people,فاتح,"William, the conqueror, led the Norman invasion of England."
T35,L,C2,tapestry,/ˈtæpəstri/ - noun,A piece of thick textile fabric with pictures or designs formed by weaving colored weft threads or by embroidering on canvas,فرشینه,The Bayeux tapestry is an important historical document.
T35,L,C2,embroiderers,/ɪmˈbrɔɪdərərz/ - noun,People who decorate cloth by sewing patterns on it with thread,گلدوزان,Imagine the time it took for those embroiderers to sew all those words and images.
T35,L,C2,sew,/soʊ/ - verb,"To join, fasten, or repair (something) by making stitches with a needle and thread or a sewing machine",دوختن,They sew the tapestry to depict the Norman forces sailing from France to England.
T35,L,C2,commissioned,/kəˈmɪʃənd/ - verb,Ordered or authorized the production of (something),سفارش داده شده,The tapestry was commissioned by the bishop of Bayeux.
T35,L,C2,bishop,/ˈbɪʃəp/ - noun,"A senior member of the Christian clergy, typically in charge of a diocese and empowered to confer holy orders",اسقف,The bishop of Bayeux was William the Conqueror's half-brother.
T35,L,C2,heir,/ɛr/ - noun,A person legally entitled to the property or rank of another on that person's death,وارث,The controversy in the tapestry is about who was the rightful heir to the throne.
T35,L,C2,throne,/θroʊn/ - noun,"The ceremonial chair for a sovereign, bishop, or similar figure",تخت سلطنت,The tapestry shows why William should be the new king on the throne.
T35,L,L3,grossly,/ˈɡroʊsli/ - adverb,In a very obvious and unacceptable manner; flagrantly,فاحش,The discussion will be grossly incomplete without talking about frescos.
T35,L,L3,frescos,/ˈfrɛskoʊz/ - noun,Paintings done rapidly in watercolor on wet plaster on a wall or ceiling,فرسکوها,"Frescos are paintings done on the interiors of buildings, on walls and ceilings."
T35,L,L3,seep in,/siːp ɪn/ - phrasal verb,To flow or pass slowly through small openings,نفوذ کردن,"Moisture could seep in, making buildings often damp."
T35,L,L3,reed,/riːd/ - noun,"A tall, slender-leaved plant of the grass family, which grows in water or on marshy ground",نی,Thin reed mats were stuck onto the walls to provide protection from moisture.
T35,L,L3,mats,/mæts/ - noun,Pieces of protective material placed on a floor or other surface,حصیرها,The reed mats could smooth out the surface of a rough wall.
T35,L,L3,plaster,/ˈplæstər/ - noun,A soft mixture of lime with sand or cement and water for spreading on walls to form a smooth hard surface when dried,گچ,Plaster was applied directly to the walls to prepare for fresco painting.
T35,L,L3,lime,/laɪm/ - noun,"A white caustic alkaline substance consisting of calcium oxide, obtained by heating limestone",آهک,"Plaster is a mixture of lime, water, and sand."
T35,L,L4,profusely,/prəˈfjuːsli/ - adverb,To a great degree; in large amounts,فراوان,Plant and animal species began to diversify profusely.
T35,L,L4,wiped out,/waɪpt aʊt/ - phrasal verb,Completely destroyed or removed,نابود شد,The event wiped out 75% of the land animals and over 95% of ocean life.
T35,L,L4,impact crater,/ˈɪmpækt ˈkreɪtər/ - noun,A crater formed by the impact of a meteorite or other celestial body,دهانه برخورد,Researchers are looking for an impact crater to support the asteroid theory.
T35,L,L4,slams,/slæmz/ - verb,Strikes with great force,کوبیدن,"When an asteroid slams into Earth's crust, it causes molten rock to rise."
T35,L,L4,bump,/bʌmp/ - noun,A light blow or a jolting collision,ضربه,"If you bump your head, you get a big lump under the skin."
T35,L,L4,lump,/lʌmp/ - noun,"A compact mass of a substance, especially one without a definite or regular shape",توده,A bump on the head causes a lump under the skin.
T35,L,L4,swell,/swɛl/ - verb,"To become larger or rounder in size, typically as a result of an accumulation of fluid",ورم کردن,Fluid makes the area swell.
