T36,R,P1,succeeding generations,/səkˈsidɪŋ ˌdʒɛnəˈreɪʃənz/ - noun,Future generations,نسل‌های بعدی,The minerals are important for succeeding generations of plants.
T36,R,P1,protozoa,/ˌproʊtəˈzoʊə/ - noun,Single-celled microscopic animals,تک یاخته‌ای‌ها,The faunal counterparts of bacteria are protozoa.
T36,R,P1,aeration and drainage,/ɛrˈeɪʃən ənd ˈdreɪnɪdʒ/ - noun,The process of introducing air and removing excess water from soil,تهویه و زهکشی,Earthworms improve aeration and drainage of the soil.
T36,R,P1,termites,/ˈtɜrˌmaɪts/ - noun,Insects that feed on wood,موریانه‌ها,Insects such as ants and termites can be exceedingly numerous under favorable conditions.
T36,R,P1,moles,/moʊlz/ - noun,Small burrowing mammals,موش کور,"Mammals such as moles, field mice, and gophers impact soil composition."
T36,R,P1,gophers,/ˈɡoʊfərz/ - noun,Burrowing rodents,موش‌های صحرایی,Gophers sometimes are present in sufficient numbers to have significant impact on the soil.
T36,R,P2,Beacon,/ˈbiːkən/ - noun,"A signaling or guiding device, like a light or fire",چراغ دریایی,In 1841 Edward Forbes was offered the chance to serve as naturalist aboard HMS Beacon.
T36,R,P2,crisscrossed,/ˈkrɪsˌkrɔːst/ - verb,Moved back and forth or from side to side,متقاطع,The Beacon crisscrossed the Aegean waters.
T36,R,P2,dredge,/drɛdʒ/ - noun,A tool used for bringing up objects or samples from the sea bottom,لایروب,Forbes used a triangular dredge to capture creatures along the sea bottom.
T36,R,P2,leather,/ˈlɛðər/ - noun,A material made from the skin of animals by tanning or a similar process,چرم,The dredge had a leather net for capturing creatures.
T36,R,P2,assemblage,/əˈsɛmblɪdʒ/ - noun,A collection or gathering of things or people,مجموعه,Each depth zone contained its own distinct assemblage of animal life.
T36,R,P2,casually,/ˈkæʒuəli/ - adverb,In a relaxed and informal way,بطور معمول,Forbes casually speculated about the zero in the distribution of animal life.
T36,R,P2,speculated,/ˈspɛkjʊleɪtɪd/ - verb,Formed a theory or conjecture about a subject without firm evidence,حدس زدن,"Forbes casually speculated that the zero probably began at a depth of 1,800 feet."
T36,R,P2,versus,/ˈvɜrsəs/ - preposition,Against (used to denote conflict or contrast),در مقابل,He extended a line on his graph of animal number versus depth.
T36,R,P2,azoic,/eɪˈzoʊɪk/ - adjective,Relating to a period in which no life existed,بی‌حیات,"Forbes called this the azoic zone, where no animal could survive."
T36,R,P2,to say nothing of,/tə seɪ ˈnʌθɪŋ ʌv/ - phrase,Used to emphasize the significance of an additional fact,چه برسد به,"No animal, to say nothing of plants, could survive in the azoic zone."
T36,R,P2,plausible,/ˈplɔːzəbl/ - adjective,Seeming reasonable or probable,معقول,Forbes’s azoic zone was entirely plausible at the time.
T36,R,P2,abyss,/əˈbɪs/ - noun,A deep or seemingly bottomless chasm,پرتگاه,The central implication was that nothing could live in the abyss.
T36,R,P2,erred,/ɜrd/ - verb,Made a mistake,اشتباه کرد,Forbes erred in his study of the Aegean Sea.
T36,R,P2,use as a springboard,/jus æz ə ˈsprɪŋˌbɔrd/ - phrase,Use something as a point of departure or inspiration,استفاده به عنوان سکوی پرتاب,Forbes used his study site as a springboard for his sweeping postulate.
T36,R,P2,sweeping,/ˈswipɪŋ/ - adjective,Extensive or wide-ranging,جامع,Forbes made a sweeping postulate of a lifeless abyss.
T36,R,P2,postulate,/ˈpɑstʃəlɪt/ - noun,A thing suggested or assumed as true as the basis for reasoning,فرضیه,Forbes made a sweeping postulate of a lifeless abyss.
T36,R,P2,reel,/ril/ - verb,Wind a line onto a reel by turning the reel,قرقره کردن,Many of the animals must have poured out of its open mouth when Forbes reeled it in.
T36,R,P2,extrapolation,/ɪkˌstræpəˈleɪʃən/ - noun,The action of estimating or concluding something by assuming that existing trends will continue,برون‌یابی,His azoic zone was a wild extrapolation from feeble data.
T36,R,P2,pioneering,/ˌpaɪəˈnɪrɪŋ/ - adjective,Involving new ideas or methods,پیشگام,Forbes’s work was pioneering but based on feeble data.
T36,R,P2,feeble,/ˈfibl/ - adjective,"Lacking physical strength, especially as a result of age or illness",ضعیف,His azoic zone was a plausible but wild extrapolation from pioneering but feeble data.
T36,R,P2,bivalved,/ˈbaɪˌvælvd/ - adjective,Having a shell composed of two hinged parts,دولختی,Sir John Ross used a bivalved sediment scoop called the “deep-sea clam.”
T36,R,P2,inlet,/ˈɪnˌlɛt/ - noun,"A small arm of the sea, a lake, or a river",خور,Baffin Bay is an inlet between the Atlantic and Arctic oceans.
T36,R,P2,fathoms,/ˈfæðəmz/ - noun,"Units of length equal to six feet, used in reference to the depth of water",قامت,Ross determined the waters of Baffin Bay to be more than a thousand fathoms deep.
T36,R,P2,dove,/doʊv/ - verb,"Past tense of dive, meaning to plunge into water headfirst",غوص کرد,Ross’s clam dove several times deeper than Forbes’s dredge.
T36,R,P2,mud,/mʌd/ - noun,"Soft, sticky matter resulting from the mixing of earth and water",گل,Ross’s clam brought back mud laced with worms.
T36,R,P2,laced,/leɪst/ - verb,Containing a small amount of a substance dispersed within it,در بر داشتن,Ross’s clam brought back mud laced with worms.
T36,R,P2,entangled,/ɛnˈtæŋɡld/ - adjective,"Caught in something, twisted together",درگیر,Starfish had entangled themselves in the line at depths well below the supposed boundary of the azoic zone.
T36,R,P3,Melanism,/məˈlæˌnɪzəm/ - noun,The occurrence of dark-colored individuals within a species due to increased melanin,ملانیسم,"This phenomenon, an increase in the frequency of dark-colored mutants in polluted areas, is known as industrial melanism."
T36,R,P3,favored over,/ˈfeɪvərd ˈoʊvər/ - verb phrase,Preferred or chosen above others,برتری یافتن بر,"Because the survival of organisms with particular characteristics is favored over the survival of other organisms in the same species that lack these characteristics, future generations of the species are likely to include more organisms with the favorable characteristics."
T36,R,P3,pale gray,/peɪl ɡreɪ/ - adjective phrase,"Light in color, specifically a light shade of gray",خاکستری روشن,Originally moths were uniformly pale gray or whitish in color.
T36,R,P3,melanic,/məˈlænɪk/ - adjective,"Pertaining to or characterized by melanin, resulting in a dark coloration",ملانیک,"Over a period of decades, dark-colored forms became an increasingly large fraction of some populations and eventually came to dominate peppered moth populations in certain areas—especially those of extreme industrialization such as the Ruhr Valley of Germany and the Midlands of England."
T36,R,P3,soot,/sʊt/ - noun,Black powdery or flaky substance produced by the incomplete burning of organic matter,دوده,Coal from industry released large amounts of black soot into the environment.
T36,R,P3,mutations,/mjuˈteɪʃənz/ - noun,Changes in the DNA sequence that affect genetic information,جهش‌ها,The increase of the dark-colored forms was not due to genetic mutations caused by industrial pollution.
T36,R,P3,mutants,/ˈmjutnts/ - noun,Organisms that have undergone a change in their DNA,جهش‌یافته‌ها,"This phenomenon, an increase in the frequency of dark-colored mutants in polluted areas, is known as industrial melanism."
T36,R,P3,polluted,/pəˈlutɪd/ - adjective,Contaminated with harmful substances,آلوده,"The North American equivalent of this story is another moth, the swettaria form of Biston cognataria, first noticed in industrialized areas such as Chicago and New York City in the early 1900s."
T36,R,P3,swettaria,/swɛˈtɛriə/ - noun,A dark-colored form of the moth Biston cognataria,سویتریا,"The North American equivalent of this story is another moth, the swettaria form of Biston cognataria, first noticed in industrialized areas such as Chicago and New York City in the early 1900s."
T36,R,P3,rural,/ˈrʊrəl/ - adjective,Relating to the countryside rather than the town,روستایی,Kettlewell released thousands of light and dark moths (each marked with a paint spot) into rural and industrialized areas.
T36,R,P3,lichen,/ˈlaɪkən/ - noun,A symbiotic association between a fungus and an alga or cyanobacterium,گلسنگ,Kettlewell hypothesized that the normal pale forms are difficult to see when resting on lichen-covered trees.
T36,R,P3,voraciously,/vəˈreɪʃəsli/ - adverb,In an eager or ravenous manner,با ولع,"As a test, Kettlewell set up hidden observation positions and watched birds voraciously eat moths placed on tree trunks of a contrasting color."
T36,R,P3,Act,/ækt/ - noun,A written ordinance of legislation,قانون,"In Britain, a Clean Air Act was passed in 1965."
T36,L,C1,intriguing,/ɪnˈtriːɡɪŋ/ - adjective,Arousing one's curiosity or interest; fascinating,جالب,I hadn't thought about that angle. Sounds intriguing.
T36,L,L1,inevitable,/ɪˈnɛvɪtəbəl/ - adjective,Certain to happen; unavoidable,اجتناب ناپذیر,"Not that a positive outcome is inevitable by any means, but well, let's take a look at one of these creative ideas involving a gas - helium-3."
T36,L,L1,astronauts,/ˈæstrəˌnɔːts/ - noun,People who are trained to travel in a spacecraft,فضانوردان,"In fact, Apollo astronauts have already discovered it in the moon's dust."
T36,L,L1,fusion,/ˈfjuːʒən/ - noun,The process or result of joining two or more things together to form a single entity,همجوشی,"Well, we think helium-3 would have to be used in nuclear fusion reactors."
T36,L,L1,exploration,/ˌɛkspləˈreɪʃən/ - noun,The action of traveling in or through an unfamiliar area in order to learn about it,اکتشاف,It’s possible that helium-3 could be a significant driver of future exploration of the moon.
T36,L,L2,parched,/pɑrtʃt/ - adjective,Extremely dry due to lack of rain,خشکیده,"Using infrared imaging, the satellite-based remote sensing instruments revealed what turned out to be traces of water storage systems and canals, canals that the Mayans built to irrigate their parched soil."
T36,L,L2,false color image,/fɔls ˈkʌlər ˈɪmɪdʒ/ - noun phrase,"An image that depicts an object in colors that differ from those a photograph would show, often to highlight specific features",تصویر رنگ کاذب,"Now, this is a false color image based on an infrared photo."
T36,L,L2,discoloration,/dɪsˌkʌləˈreɪʃən/ - noun,"The process of changing to a different, less attractive color",تغییر رنگ,"These indicate significant discoloration in the vegetation, at least as it appears to infrared cameras."
T36,L,L2,overgrown with vegetation,/ˌoʊvərˈɡroʊn wɪð ˌvɛdʒəˈteɪʃən/ - adjective phrase,Covered with plants growing too thickly,پوشیده از گیاه,He checks out three different spots where the photo shows discoloration and finds an ancient Mayan site overgrown with vegetation at every single one.
T36,L,L2,seeped into,/siːpt ˈɪntuː/ - verb phrase,Flowed or leaked slowly into something,نفوذ کرد,"Over time, this limestone decayed and seeped into the soil and changed the soil's chemistry."
T36,L,C2,inception,/ɪnˈsɛpʃən/ - noun,The establishment or starting point of an institution or activity,آغاز,We've been a music station since the station's inception.
T36,L,C2,poll,/poʊl/ - noun,The process of voting in an election,نظرسنجی,My application got turned down and...um...I am not sure why. So I wonder if you could explain...
T36,L,C2,stale,/steɪl/ - adjective,"No longer fresh and pleasant to eat; hard, musty, or dry",کهنه,"A majority of students said they felt the station was stale, that it needed a breath of fresh air."
T36,L,C2,air their views,/ɛr ðɛr vjuːz/ - verb phrase,To express one's opinions publicly,بیان نظرات,"I really think they'd like to have a place where they can air their views about current events, about the university."
T36,L,L3,framed view,/freɪmd vjuː/ - noun phrase,"A view that is enclosed in a frame, typically referring to windows or pictures",چشم‌انداز قاب شده,"It has a large window in the living room called a ""picture window,"" which gives you a kind of framed view of the outside."
T36,L,L3,assembly line,/əˈsɛmbli laɪn/ - noun,A series of workers and machines in a factory by which a succession of identical items is progressively assembled,خط تولید,"Another way they kept construction prices down was to train workers who went from house to house doing a specific task, sort of like an assembly line."
T36,L,L3,caught on,/kɔt ɑn/ - verb phrase,To become popular,محبوب شدن,The Levitt's ideas caught on.
T36,L,L4,songbirds,/ˈsɔŋbɜrdz/ - noun,Birds that produce musical sounds,پرندگان آوازخوان,"In the forest of New England, there are some small songbirds called wobblers."
T36,L,L4,casual observer,/ˈkæʒuəl əbˈzɜrvər/ - noun phrase,Someone who looks at or inspects something in a relaxed and informal way,ناظر عادی,"To the casual observer, the wobblers do seem to contradict Gause's hypothesis since they all live in the same place and eat the same types of insects."
T36,L,L4,niche,/nɪtʃ/ - noun,"A shallow recess, especially one in a wall to display a statue or other ornament",تو رفتگی,"The concept of a niche includes the way an organism functions in its habitat, how it interacts with other plant and animal species, with the soil, the air, the water and so on."
